video_id,pair_id,model,prompt_id,seed,category,difficulty,motion_group,target_color,predicted_color,initial_color_proxy_correct,initial_margin,later_predicted_color,later_color_proxy_correct,generation_seconds,peak_allocated_gib,peak_reserved_gib,video_sha256
wan_P006_S02,P006_S02,wan,P006,2,human_accessory,easy,human_accessory_0,yellow,yellow,1,0.029788106679916382,yellow,1,523.1014058589935,18.442827701568604,20.021484375,719effcd18bb432e5fdeccb50540079e1c6c5cf31629d2b0d215ce6881287915
wan_P006_S03,P006_S03,wan,P006,3,human_accessory,easy,human_accessory_0,yellow,yellow,1,0.014463841915130615,yellow,1,509.2928614616394,18.44283151626587,19.8515625,426e4ef0dec6ffd072cb752932fc0169faab38883a003bc43d41c3b827bb3c65
wan_P007_S00,P007_S00,wan,P007,0,human_accessory,easy,human_accessory_1,black,green,0,-0.02794361114501953,green,0,505.2709836959839,18.442827701568604,19.908203125,298476e15e196b588713865e46493394bff47c4668485ee4e185bf370ec01fe9
wan_P007_S01,P007_S01,wan,P007,1,human_accessory,easy,human_accessory_1,black,black,1,0.007016479969024658,black,1,513.3815550804138,18.442827701568604,19.908203125,fe310519f8a58a2b2df159783b1b1ad568ff95ad86a039e1e5b1623649edb8ce
wan_P007_S02,P007_S02,wan,P007,2,human_accessory,easy,human_accessory_1,black,green,0,-0.029582083225250244,green,0,523.0836515426636,18.442827701568604,19.908203125,7e7fcd7f5a028b0b84aafd6f1db08530c0cb19e5a36c9331ee251c67a1307bb4
wan_P007_S03,P007_S03,wan,P007,3,human_accessory,easy,human_accessory_1,black,white,0,-0.02957993745803833,white,0,509.66421842575073,18.442827701568604,19.5546875,dc00af6c5c8f80b30d6332948a199eae7e6b399a3dfea62ef209691e14ae5052
wan_P008_S00,P008_S00,wan,P008,0,human_accessory,medium,human_accessory_0,yellow,yellow,1,0.036763936281204224,yellow,1,505.936642408371,18.44287347793579,19.47265625,94fd0a54e38ecd3ed1f5a01536d5daff0ef3bebb40059f355db6920ba44e6db1
wan_P008_S01,P008_S01,wan,P008,1,human_accessory,medium,human_accessory_0,yellow,yellow,1,0.016100764274597168,yellow,1,513.2080543041229,18.44287347793579,19.47265625,cfe01401b90cc8e11719d4314f3f3bc0de162d6673cb53cf0ad891f94a6bda94
wan_P008_S02,P008_S02,wan,P008,2,human_accessory,medium,human_accessory_0,yellow,yellow,1,0.02730739116668701,yellow,1,523.4964270591736,18.44287347793579,19.47265625,c05b56b365e48d6953b6799870eb440dfd30c19c0d4c866c26c0d8846c3eed72
wan_P008_S03,P008_S03,wan,P008,3,human_accessory,medium,human_accessory_0,yellow,yellow,1,0.016058892011642456,yellow,1,510.322687625885,18.442827701568604,19.6015625,fe671adcc337ef19bdec3764e314ead884f33cf8f8acae18972cb9b2efaad04e
wan_P009_S00,P009_S00,wan,P009,0,human_accessory,medium,human_accessory_1,black,black,1,0.003085106611251831,green,0,505.9467556476593,18.442827701568604,19.6015625,1c1e0063fc0c5c12ac104cda0a51fa5c83b974b820f9a8677abc571b11421803
wan_P009_S01,P009_S01,wan,P009,1,human_accessory,medium,human_accessory_1,black,blue,0,-0.03184303641319275,blue,0,512.9347906112671,18.44287347793579,19.47265625,34d95bf0ca4f001c40cf61b374172f04c8c05a028edc04e72d76ed3c3f05d4d2
wan_P009_S02,P009_S02,wan,P009,2,human_accessory,medium,human_accessory_1,black,white,0,-0.010390877723693848,white,0,523.6197366714478,18.442827701568604,19.6015625,7dd935ab441164a3e04a92d972b68a2e6cf5d6ce651b6065bdf538c7d94dc59e
wan_P009_S03,P009_S03,wan,P009,3,human_accessory,medium,human_accessory_1,black,black,1,0.0020042359828948975,black,1,509.9332182407379,18.44287347793579,19.611328125,7ba91f2e94e38585865b0ce727ad39aeca4ca35934eef3e8c1e694967163509e
wan_P010_S00,P010_S00,wan,P010,0,human_accessory,stress,human_accessory_0,yellow,yellow,1,0.035631775856018066,yellow,1,506.1942312717438,18.442827701568604,19.91015625,d34ebeb8d0b1d4dc79d983eb964bbf613cfe48ba9006678727c2b614d945a0bf
wan_P010_S01,P010_S01,wan,P010,1,human_accessory,stress,human_accessory_0,yellow,black,0,-0.017984464764595032,yellow,1,513.4608209133148,18.44287347793579,19.47265625,096f2dd985e295e2e33c6409fb115f1cdbe097af2ab386b6dcbf00c40cac0287
wan_P010_S02,P010_S02,wan,P010,2,human_accessory,stress,human_accessory_0,yellow,yellow,1,0.029829323291778564,yellow,1,523.4191970825195,18.442827701568604,19.91015625,b1197f15ebce1eb94f2a371480b036c2397c33e0a7d9db04314f01e9cdea1aa9
wan_P010_S03,P010_S03,wan,P010,3,human_accessory,stress,human_accessory_0,yellow,yellow,1,0.02219220995903015,yellow,1,509.5110161304474,18.442827701568604,20.021484375,6cd12ad505227105a70b741f80ea0c4076bb8fa53ec953221b0e58daa64489ed
wan_P011_S00,P011_S00,wan,P011,0,animal_accessory,easy,animal_accessory_0,green,purple,0,-0.0237884521484375,purple,0,505.94096636772156,18.442827701568604,19.640625,0be4d5ff44a459ee793e8e5bbd4a037292741077c2e22242fa5444ec754e71c3
wan_P011_S01,P011_S01,wan,P011,1,animal_accessory,easy,animal_accessory_0,green,purple,0,-0.018854081630706787,white,0,513.1623337268829,18.44287347793579,19.47265625,ab66219a5c9232589cb80e31db966c3936f8fde4b11a85d3652678dbc35c8472
wan_P011_S02,P011_S02,wan,P011,2,animal_accessory,easy,animal_accessory_0,green,white,0,-0.005742162466049194,gray,0,523.403050661087,18.442827701568604,19.640625,7940aa3c2c8f77151230a622b8cf511a6f35c9cf7c3b6e73793e6eb52a05dbaf
wan_P011_S03,P011_S03,wan,P011,3,animal_accessory,easy,animal_accessory_0,green,gray,0,-0.013594269752502441,gray,0,509.6582775115967,18.442827701568604,19.908203125,ae676550fd3cd8439e8d5a58b23e27519ad0cfe169dc85ff98ad3d49d5cacbef
wan_P012_S00,P012_S00,wan,P012,0,animal_accessory,easy,animal_accessory_1,blue,green,0,-0.009852766990661621,green,0,505.9462013244629,18.443010807037354,19.646484375,a45f6f8b41db7465e311eb98b43b481a1a54a26833a23ed3e1bf6ef531c65a7b
wan_P012_S01,P012_S01,wan,P012,1,animal_accessory,easy,animal_accessory_1,blue,orange,0,-0.0162661075592041,orange,0,513.3307523727417,18.44287347793579,19.47265625,858cd1d04c73be91c871853414a1d16af9b6b742f52996338f48aac8fb60cdf3
wan_P012_S02,P012_S02,wan,P012,2,animal_accessory,easy,animal_accessory_1,blue,green,0,-0.02203233540058136,green,0,523.3754489421844,18.443010807037354,19.646484375,91dc43390a32c800a37b1a935ecd4f640d58a091f8aca7ea18cd37bb044b6ba5
wan_P012_S03,P012_S03,wan,P012,3,animal_accessory,easy,animal_accessory_1,blue,black,0,-0.010219573974609375,white,0,509.65604162216187,18.44287347793579,19.47265625,f8a274d3b2baa59487e083d590792a4f64bc6c6a33cadbf95cc43f707e7c212b
wan_P013_S00,P013_S00,wan,P013,0,animal_accessory,medium,animal_accessory_0,green,white,0,-0.005011022090911865,white,0,506.25783705711365,18.442827701568604,19.4921875,3d8ed51c145238a689559a68c4b79d0f3fc71e4b556c8c32e16cc49290acaac8
wan_P013_S01,P013_S01,wan,P013,1,animal_accessory,medium,animal_accessory_0,green,white,0,-0.00750201940536499,white,0,514.312249660492,18.44287347793579,19.47265625,409d40c4ebf700136ab5c501ef8d9100de342a566b0f04ad731a73a12f90a5b3
wan_P013_S02,P013_S02,wan,P013,2,animal_accessory,medium,animal_accessory_0,green,green,1,0.001879274845123291,white,0,523.8066549301147,18.44287347793579,19.326171875,53145841d7cc7844bc67d86be8c5405803376c4304d347aacab7e8dde87fe5ac
wan_P013_S03,P013_S03,wan,P013,3,animal_accessory,medium,animal_accessory_0,green,white,0,-0.004933863878250122,white,0,509.7063031196594,18.44287347793579,19.47265625,2f8e9c577107f92688c70d3df144d2346aa103c2c03908a5cfca1d2e213d7ed5
wan_P014_S00,P014_S00,wan,P014,0,animal_accessory,medium,animal_accessory_1,blue,orange,0,-0.0036606788635253906,orange,0,506.26829409599304,18.442827701568604,19.490234375,d45846e77a356368e783a8463a61edf49f0800bfdf953371133ccd93f00b3035
wan_P014_S01,P014_S01,wan,P014,1,animal_accessory,medium,animal_accessory_1,blue,orange,0,-0.0069419145584106445,orange,0,514.2287776470184,18.44287347793579,19.47265625,51129dd6eaed6db66ec82180efe22a0571d9dac9861030a411536048c65bd0dd
wan_P014_S02,P014_S02,wan,P014,2,animal_accessory,medium,animal_accessory_1,blue,green,0,-0.012835323810577393,white,0,523.9813756942749,18.44310235977173,20.107421875,17e1fc020746ab5e034608cb6db7e1252f4c960392b1d0aa4b8a9cbc6188c526
wan_P014_S03,P014_S03,wan,P014,3,animal_accessory,medium,animal_accessory_1,blue,orange,0,-0.011018157005310059,white,0,509.99207377433777,18.44287347793579,19.47265625,3c0b344764235c7d9a7844fac37bc74c2d40ba1789523c68a0f1a9f47b940143
wan_P015_S00,P015_S00,wan,P015,0,animal_accessory,stress,animal_accessory_0,green,orange,0,-0.02500784397125244,orange,0,506.647643327713,18.442827701568604,19.490234375,7053d18e606a61774ce5c5490d6438c3bafd334c9f16ee0a2b2791e6a93520aa
wan_P015_S01,P015_S01,wan,P015,1,animal_accessory,stress,animal_accessory_0,green,gray,0,-0.017953842878341675,gray,0,514.4532318115234,18.44287347793579,19.47265625,446559cd22e2e1978ab5ed0b48ee360471609e5ea67938527df4eb61fe2b28e9
wan_P015_S02,P015_S02,wan,P015,2,animal_accessory,stress,animal_accessory_0,green,white,0,-0.0014498531818389893,white,0,524.1791822910309,18.442827701568604,19.326171875,68a0151ae7b0a9796cfce9017be504e41691224620287395b9f765a7f5a488dd
wan_P015_S03,P015_S03,wan,P015,3,animal_accessory,stress,animal_accessory_0,green,purple,0,-0.0104103684425354,gray,0,510.0046525001526,18.44287347793579,19.47265625,c20160f5cc4809232e988cd8860492c43a8ad321a96779babc65335a14f69d30
wan_P016_S00,P016_S00,wan,P016,0,object_vehicle,easy,object_vehicle_0,blue,blue,1,0.031192198395729065,blue,1,506.1353566646576,18.442827701568604,19.4921875,2f4e9ac015813b41d06c0ef8986065bb6cb5389b7db4d5531467f8636ba3bf4f
wan_P016_S01,P016_S01,wan,P016,1,object_vehicle,easy,object_vehicle_0,blue,blue,1,0.0311269611120224,blue,1,514.0912933349609,18.44287347793579,19.47265625,ed3809f390a6fd9eedd2b10c1b6d4fa8d1f40b333d3ca4fb27145a7ec53f4e4a
wan_P016_S02,P016_S02,wan,P016,2,object_vehicle,easy,object_vehicle_0,blue,blue,1,0.042224377393722534,blue,1,523.7416455745697,18.442827701568604,19.58203125,2d3939dc5e473554d5cc255173101fe0a18d62026ad2b0bf01241d8440de259e
wan_P016_S03,P016_S03,wan,P016,3,object_vehicle,easy,object_vehicle_0,blue,blue,1,0.03283113241195679,blue,1,509.4759738445282,18.44287347793579,19.47265625,e1bdf88ec7e5a9789cd0824be415db17d10a0db630803afc27f825a631ced70a
wan_P017_S00,P017_S00,wan,P017,0,object_vehicle,easy,object_vehicle_1,red,red,1,0.03852856159210205,red,1,506.39663434028625,18.442827701568604,19.490234375,2979d9b2055eded234597f04d2f7da678bc78db74a9113f670c1760352958ba7
wan_P017_S01,P017_S01,wan,P017,1,object_vehicle,easy,object_vehicle_1,red,red,1,0.043920546770095825,red,1,514.106626033783,18.44287347793579,19.47265625,312a01c471d7ca532e934eb22642ed59c2e0cc6750a46f7ab582b8a40aa644c3
wan_P017_S02,P017_S02,wan,P017,2,object_vehicle,easy,object_vehicle_1,red,red,1,0.034959495067596436,red,1,524.064706325531,18.44287347793579,19.455078125,e3f5a173f53cdda26b34a4f8cd0aaeb535a0e976850d19d970200ec2a516be99
wan_P017_S03,P017_S03,wan,P017,3,object_vehicle,easy,object_vehicle_1,red,red,1,0.036580801010131836,red,1,509.5820314884186,18.44287347793579,19.47265625,489b1aa8d59330d7caa053aed944d0a517a28efdffb7ead0ee11d9d52632772a
wan_P018_S00,P018_S00,wan,P018,0,object_vehicle,medium,object_vehicle_0,blue,blue,1,0.029004201292991638,blue,1,506.34119176864624,18.442827701568604,19.490234375,14cb1188eed59899320df4f29460418c599f3e1cc6f66abca73c0f18ecfa3ddc
wan_P018_S01,P018_S01,wan,P018,1,object_vehicle,medium,object_vehicle_0,blue,blue,1,0.015760064125061035,blue,1,514.4854817390442,18.44287347793579,19.47265625,a3d8a8903b7f7219a7f02f9d55bfdd0043584f99120224775a47965bf2361aea
wan_P018_S02,P018_S02,wan,P018,2,object_vehicle,medium,object_vehicle_0,blue,blue,1,0.03378500044345856,blue,1,524.6601572036743,18.44287347793579,19.484375,18b146a46766046577b080f376bfafbf54b0a1b802367eb02e5c42269e0678c5
wan_P018_S03,P018_S03,wan,P018,3,object_vehicle,medium,object_vehicle_0,blue,blue,1,0.02820611000061035,blue,1,509.6559782028198,18.44287347793579,19.47265625,f96313b0e8f8c358b7ef87ebbe1803dbd12ca465d9e1cab89c668dfdf0f08b6e
wan_P019_S00,P019_S00,wan,P019,0,object_vehicle,medium,object_vehicle_1,red,red,1,0.04844990372657776,red,1,506.2906038761139,18.442827701568604,19.4921875,767ba400c082ae76d76a32ef0a2c017ef4d666054d62d36851e0a1e2c447ede6
wan_P019_S01,P019_S01,wan,P019,1,object_vehicle,medium,object_vehicle_1,red,red,1,0.04627346992492676,red,1,514.3848674297333,18.44287347793579,19.47265625,57368586d802cf796cdea79e0998719e1bccc4ceb3e14996946b11c7ea0d2139
wan_P019_S02,P019_S02,wan,P019,2,object_vehicle,medium,object_vehicle_1,red,red,1,0.043908923864364624,red,1,524.8151004314423,18.442827701568604,19.78515625,4245212924388f921356c6ef5d4a239a13ef970d9f38ab1bd1192c0aaca77ab9
wan_P019_S03,P019_S03,wan,P019,3,object_vehicle,medium,object_vehicle_1,red,red,1,0.04860779643058777,red,1,509.59640979766846,18.44287347793579,19.47265625,3781782a268801c3ae3b957a7c8af3d476da4c2235679f46391db0bd17ca9c56
wan_P020_S00,P020_S00,wan,P020,0,object_vehicle,stress,object_vehicle_0,blue,blue,1,0.027611330151557922,blue,1,506.24083948135376,18.442827701568604,19.4921875,8ade8e9f49a092b4ef83d16bc3d858e46192c1a8ecdec65d48266c08cfcb7968
wan_P020_S01,P020_S01,wan,P020,1,object_vehicle,stress,object_vehicle_0,blue,blue,1,0.030645161867141724,blue,1,514.3684396743774,18.44287347793579,19.47265625,786fe3951c3091d818a5cde535c9e36351233eac4c340e6a72927cef15f00e13
wan_P020_S02,P020_S02,wan,P020,2,object_vehicle,stress,object_vehicle_0,blue,blue,1,0.03761222958564758,blue,1,524.2542839050293,18.442827701568604,19.578125,37348be2e0153d0e0ae5b495e3e5df239bde40bc8f941cc64f6c2c9a5b2c5fd0
wan_P020_S03,P020_S03,wan,P020,3,object_vehicle,stress,object_vehicle_0,blue,blue,1,0.02603912353515625,blue,1,509.21571230888367,18.44287347793579,19.47265625,40aa10005b1ea6c2c32292b8481981f6f903caf86c532483fee7ac7e7692369c
longlive_P001_S00,P001_S00,longlive,P001,0,human_clothing,easy,human_clothing_0,red,yellow,0,-0.0501578152179718,yellow,0,29.611335515975952,18.588425159454346,19.919921875,ef3a9cb47a68c3cfedf5d7cf5d92bb8611c3d0000e9c9dd7eb236036a79691c5
longlive_P001_S01,P001_S01,longlive,P001,1,human_clothing,easy,human_clothing_0,red,yellow,0,-0.03566959500312805,yellow,0,29.322623252868652,18.58592939376831,19.919921875,515f25f8bc2b0470984bdcf3fb4966bfd001dacc9edeb442157f6459851f1865
longlive_P001_S02,P001_S02,longlive,P001,2,human_clothing,easy,human_clothing_0,red,yellow,0,-0.05256122350692749,yellow,0,29.338725566864014,18.58592939376831,19.919921875,db04b4e804a2fa0ec50c30e3b6ee2cebcb072f5faffe27e8638745cbfb6a4acd
longlive_P001_S03,P001_S03,longlive,P001,3,human_clothing,easy,human_clothing_0,red,yellow,0,-0.05154843628406525,yellow,0,29.621854066848755,18.588425159454346,19.919921875,9a6080e912c09751af09edc7ab67353458b51053d1af1bda25e0804ab149f3ec
longlive_P002_S00,P002_S00,longlive,P002,0,human_clothing,easy,human_clothing_1,blue,blue,1,0.015278041362762451,blue,1,29.733596801757812,18.58592939376831,19.919921875,43092f12bef162391f70f4ef1e1c4d6220e0a32490f87eafe0a512a0f0f39307
longlive_P002_S01,P002_S01,longlive,P002,1,human_clothing,easy,human_clothing_1,blue,blue,1,0.006141841411590576,blue,1,29.6610426902771,18.58592939376831,19.919921875,1d49d8b34f687aa130372dd15453c7d8ed3de7e3f8e8bc6bbd7cf1d19a256760
longlive_P002_S02,P002_S02,longlive,P002,2,human_clothing,easy,human_clothing_1,blue,gray,0,-0.006013363599777222,gray,0,29.940659284591675,18.58592939376831,19.919921875,e915e36284536baa4d5f01cd00423c7df8a700be897e742da0d2630ee7fe9f53
longlive_P002_S03,P002_S03,longlive,P002,3,human_clothing,easy,human_clothing_1,blue,gray,0,-0.0055363476276397705,gray,0,29.775303840637207,18.58592939376831,19.919921875,2d38c8e355ffa96d367ce673ea6b32e4a6044c3201629f7b7605ab20e17893f7
longlive_P003_S00,P003_S00,longlive,P003,0,human_clothing,medium,human_clothing_0,red,yellow,0,-0.044920414686203,yellow,0,29.780489683151245,18.58592939376831,19.919921875,af150f99f1b6c6f438c95db979a1f6e7332bf7b4632b704f138cccc00614ebaf
longlive_P003_S01,P003_S01,longlive,P003,1,human_clothing,medium,human_clothing_0,red,yellow,0,-0.04330778121948242,yellow,0,29.811307668685913,18.58592939376831,19.919921875,26c3f4e3f8209209dfd810f1827f43a74fb10bc0fd2f52d148e0dca9f15f8948
longlive_P003_S02,P003_S02,longlive,P003,2,human_clothing,medium,human_clothing_0,red,yellow,0,-0.05612096190452576,yellow,0,29.763386964797974,18.58592939376831,19.919921875,25769eec4f93138bc58e3f43419fc8e0620adac2250921f1e8d7457573243dcc
longlive_P003_S03,P003_S03,longlive,P003,3,human_clothing,medium,human_clothing_0,red,yellow,0,-0.06019872426986694,yellow,0,29.79775643348694,18.58592939376831,19.919921875,a7244e75efe2a45085aecc171e472689a1314f47af7e1f07bbc5deddd9053f49
longlive_P004_S00,P004_S00,longlive,P004,0,human_clothing,medium,human_clothing_1,blue,blue,1,0.009638682007789612,blue,1,30.013338804244995,18.58592939376831,19.919921875,012c34f3738d7cf053769f0347bc3844b9e39b03ed3d9091cbf2c7ae477a51ef
longlive_P004_S01,P004_S01,longlive,P004,1,human_clothing,medium,human_clothing_1,blue,blue,1,0.012239634990692139,blue,1,29.97780442237854,18.58592939376831,19.919921875,26fec16a1974f9fdb5f14dc99fac2c1974f66e94d0681ca9345ef8c28d888938
longlive_P004_S02,P004_S02,longlive,P004,2,human_clothing,medium,human_clothing_1,blue,gray,0,-0.0012352317571640015,blue,1,30.034897804260254,18.58592939376831,19.919921875,9d7c23b08419b8b4c0258e5cac7978daddb33004ab9e116f667163df1a41fc02
longlive_P004_S03,P004_S03,longlive,P004,3,human_clothing,medium,human_clothing_1,blue,white,0,-0.015511870384216309,white,0,30.01905632019043,18.58592939376831,19.919921875,a1564843e10d6a2fd8691ae61505451e8994437f022fc1ba43b0e89049a9d989
longlive_P005_S00,P005_S00,longlive,P005,0,human_clothing,stress,human_clothing_0,red,orange,0,-0.07408159971237183,orange,0,29.481678247451782,18.58592939376831,19.919921875,969f375a21f4cc3d3670690e415b8adb7fc7dd7f22fdfc173a53f3fe33d7680f
longlive_P005_S01,P005_S01,longlive,P005,1,human_clothing,stress,human_clothing_0,red,orange,0,-0.06425419449806213,orange,0,29.70155692100525,18.58592939376831,19.919921875,42cddbb8f8b53a224bba7babd970767306bfa17df9a1372bd8ecb5a45197c8fc
longlive_P005_S02,P005_S02,longlive,P005,2,human_clothing,stress,human_clothing_0,red,yellow,0,-0.06617453694343567,yellow,0,29.554798126220703,18.58592939376831,19.919921875,68212dce55032cd46902d45b19233eff3c2c97e3105b316b0316281213c85bd4
longlive_P005_S03,P005_S03,longlive,P005,3,human_clothing,stress,human_clothing_0,red,orange,0,-0.06777316331863403,orange,0,29.65641951560974,18.58592939376831,19.919921875,eeb45e1b11b3da080bcb2783bc5d6a14b4a0b47c01a7604a2eea37c29e8b798e
longlive_P006_S00,P006_S00,longlive,P006,0,human_accessory,easy,human_accessory_0,yellow,yellow,1,0.033444762229919434,yellow,1,29.78558611869812,18.58592939376831,19.919921875,6f72a4049ccef46f001e99ead280b52c5b7b40282ed9765d841d233fc9c51040
longlive_P006_S01,P006_S01,longlive,P006,1,human_accessory,easy,human_accessory_0,yellow,yellow,1,0.02017432451248169,yellow,1,29.789756536483765,18.58592939376831,19.919921875,bec6c57d815d3769496a77061055dc2eda5c8995928ed09c2c58ad22d10bf548
longlive_P006_S02,P006_S02,longlive,P006,2,human_accessory,easy,human_accessory_0,yellow,yellow,1,0.020076006650924683,yellow,1,29.816827297210693,18.58592939376831,19.919921875,e7edb8f1baa442c17c6b65e5e2f1b0c15f58f4666fa30a4f6f713e9094a5dc73
longlive_P006_S03,P006_S03,longlive,P006,3,human_accessory,easy,human_accessory_0,yellow,yellow,1,0.02420690655708313,yellow,1,29.723326921463013,18.58592939376831,19.919921875,5af60286042b89fd8563ffa4a32686e15048f8ef871df417f78054b629a2b602
longlive_P007_S00,P007_S00,longlive,P007,0,human_accessory,easy,human_accessory_1,black,blue,0,-0.02800285816192627,blue,0,29.49509882926941,18.58592939376831,19.919921875,429cef25092751531b9112c4d3a0d71d18abc29980191939e164f390c9397b94
longlive_P007_S01,P007_S01,longlive,P007,1,human_accessory,easy,human_accessory_1,black,orange,0,-0.034189075231552124,orange,0,29.585447549819946,18.58592939376831,19.919921875,f48394f3394a4094261e184fc80b61bb4f2410a23f89be7dd639b5744d44d17d
longlive_P007_S02,P007_S02,longlive,P007,2,human_accessory,easy,human_accessory_1,black,blue,0,-0.0380035936832428,blue,0,29.524558782577515,18.58592939376831,19.919921875,2f73e7e197ad1628affaa34a7a7d9638f54389534b8ac6f0d839deb16bd60287
